rows,cols,beta,edge
S137,S470,61.9302111165154,S137-S470
S227,S470,61.8564506312163,S227-S470
S264,S470,61.1168495973645,S264-S470
S286,S470,62.3244205972061,S286-S470
S297,S470,56.5720211599619,S297-S470
S342,S470,58.6303857669785,S342-S470
SID532802,S475,62.158388617512,SID532802-S475
S127,S475,62.7216056783301,S127-S475
S264,S475,63.127983392287,S264-S475
S297,S475,61.2451570009652,S297-S475
S342,S475,61.2922410883507,S342-S475
S470,S475,59.9005661366437,S470-S475
S127,S479,56.0204541635097,S127-S479
S446,S479,63.9055320923895,S446-S479
SID532802,S485,60.7171574837898,SID532802-S485
S118,S485,64.3797702915972,S118-S485
S127,S485,63.7362834540685,S127-S485
S137,S485,55.4569398728646,S137-S485
S264,S485,62.7796536986579,S264-S485
S286,S485,51.6140480525267,S286-S485
S297,S485,54.5804209024246,S297-S485
S342,S485,53.8706259654949,S342-S485
S470,S485,59.9218734228621,S470-S485
S475,S485,64.5613720616739,S475-S485
SID530055,S517,63.9086418685906,SID530055-S517
SID532779,S517,64.9544169025996,SID532779-S517
SID532802,S517,62.2645553996966,SID532802-S517
S118,S517,64.8313594651339,S118-S517
S126,S517,64.0726462620255,S126-S517
S127,S517,52.2782347232857,S127-S517
S137,S517,62.6291727620723,S137-S517
S194,S517,64.4432839685664,S194-S517
S224,S517,58.1124719026208,S224-S517
S264,S517,61.1646636075591,S264-S517
S278,S517,63.9078226797821,S278-S517
S286,S517,64.5163999148906,S286-S517
S297,S517,64.4543741026245,S297-S517
S342,S517,64.3649121654851,S342-S517
S378,S517,64.8376602180541,S378-S517
S436,S517,63.5432440151344,S436-S517
S458,S517,62.243825078247,S458-S517
S470,S517,64.300576586717,S470-S517
SID530055,S53,63.0642606633327,SID530055-S53
SID532802,S53,64.2693105164301,SID532802-S53
S118,S53,63.1418282355808,S118-S53
S126,S53,64.795690839714,S126-S53
S127,S53,60.7131704188069,S127-S53
S193,S53,62.974729967228,S193-S53
S194,S53,63.4109456121923,S194-S53
S224,S53,64.8812877915045,S224-S53
S227,S53,64.1278587379286,S227-S53
S264,S53,64.1300314733521,S264-S53
S286,S53,62.9443868252443,S286-S53
S342,S53,62.9904366435952,S342-S53
S436,S53,61.4545387853864,S436-S53
S458,S53,64.7618520284027,S458-S53
S517,S53,62.4980599149401,S517-S53
SID530055,S552,61.8576402240003,SID530055-S552
S127,S552,60.1837315862776,S127-S552
S264,S552,64.6290227073647,S264-S552
S53,S552,64.4946441002,S53-S552
SID532779,S584,63.1428151919249,SID532779-S584
S118,S584,59.5936299730148,S118-S584
S121,S584,63.9125775900804,S121-S584
S127,S584,56.9245690783054,S127-S584
S193,S584,63.941500383838,S193-S584
S479,S584,63.9536708281502,S479-S584
S517,S584,64.0108521879732,S517-S584
S53,S584,64.6700731765522,S53-S584
S127,S587,62.0962865232506,S127-S587
S194,S587,64.9503771550893,S194-S587
S264,S587,64.0906254693645,S264-S587
S479,S587,64.4431276737177,S479-S587
SID532802,S59,63.9383691928022,SID532802-S59
S127,S59,62.2670027881684,S127-S59
S264,S59,62.5966371372254,S264-S59
SID31219,S598,62.9152993572884,SID31219-S598
SID530055,S598,64.0211926540319,SID530055-S598
SID532802,S598,58.9648765666972,SID532802-S598
S118,S598,62.5569799899802,S118-S598
S121,S598,64.4521796771748,S121-S598
S126,S598,63.2541476624085,S126-S598
S127,S598,54.8758877270385,S127-S598
S137,S598,63.4260493328186,S137-S598
S187,S598,64.4175744570806,S187-S598
S193,S598,59.0337390429492,S193-S598
S227,S598,58.4417887139917,S227-S598
S264,S598,56.9780510913809,S264-S598
S286,S598,63.6068519099208,S286-S598
S297,S598,64.4886605541879,S297-S598
S342,S598,60.794921181902,S342-S598
S470,S598,60.5959806305722,S470-S598
S485,S598,61.7297662306833,S485-S598
S517,S598,62.7029890651582,S517-S598
S53,S598,64.9113763070007,S53-S598
S552,S598,63.3185104168955,S552-S598
SID31219,S60,61.2216865297006,SID31219-S60
SID530055,S60,58.1608792294246,SID530055-S60
SID532779,S60,61.0680443714288,SID532779-S60
S118,S60,55.1539514855462,S118-S60
S121,S60,61.2743068587263,S121-S60
S127,S60,55.7669050257397,S127-S60
S187,S60,64.4379678307665,S187-S60
S193,S60,60.7949759016222,S193-S60
S194,S60,60.9210179435425,S194-S60
S224,S60,62.7167713294841,S224-S60
S227,S60,57.278046970027,S227-S60
S264,S60,59.512896238143,S264-S60
S286,S60,63.486129717976,S286-S60
S297,S60,64.2588785920622,S297-S60
S342,S60,60.2552552141007,S342-S60
S436,S60,64.5022312574379,S436-S60
S446,S60,63.4343956688345,S446-S60
S470,S60,59.9622425498023,S470-S60
S53,S60,57.0830645367448,S53-S60
S584,S60,54.9849810752877,S584-S60
S598,S60,62.6873445351609,S598-S60
SID31219,S617,62.6259258031308,SID31219-S617
SID530055,S617,64.9404130248139,SID530055-S617
SID532779,S617,58.8868078443165,SID532779-S617
S118,S617,63.3826563805493,S118-S617
S126,S617,64.8628458006137,S126-S617
S127,S617,62.0982032271699,S127-S617
S137,S617,62.9283073618909,S137-S617
S194,S617,58.363609759148,S194-S617
S200,S617,64.7887783338624,S200-S617
S224,S617,63.8390730354724,S224-S617
S227,S617,60.6399286978791,S227-S617
S264,S617,61.7276224900069,S264-S617
S286,S617,62.2501586745215,S286-S617
S297,S617,62.8895167851384,S297-S617
S342,S617,56.705119936992,S342-S617
S436,S617,59.9213021501355,S436-S617
S470,S617,57.9429190073062,S470-S617
S517,S617,63.0450509307067,S517-S617
S53,S617,62.3235288442225,S53-S617
S584,S617,64.9172644589811,S584-S617
S598,S617,64.4050565880753,S598-S617
S60,S617,57.8604028233749,S60-S617
SID31219,S628,63.8090661503261,SID31219-S628
SID31300,S628,64.6158663383341,SID31300-S628
SID532779,S628,60.1630001157286,SID532779-S628
SID532802,S628,64.3848481626122,SID532802-S628
S121,S628,64.0306724197754,S121-S628
S126,S628,57.0629327225999,S126-S628
S127,S628,58.4754749919932,S127-S628
S193,S628,64.0908002304963,S193-S628
S194,S628,61.673497667935,S194-S628
S224,S628,62.7791571420089,S224-S628
S227,S628,54.9407994131001,S227-S628
S264,S628,63.8047124644651,S264-S628
S286,S628,61.2367349189015,S286-S628
S297,S628,63.0250119808416,S297-S628
S342,S628,59.6865384130522,S342-S628
S436,S628,60.2418665234488,S436-S628
S517,S628,64.1820463261185,S517-S628
S53,S628,60.4160241589037,S53-S628
S552,S628,64.0501170508076,S552-S628
S584,S628,64.8564578617413,S584-S628
S598,S628,61.3476905515573,S598-S628
S60,S628,60.8753546323864,S60-S628
S617,S628,61.6552093794544,S617-S628
SID532779,S638,64.1573752027148,SID532779-S638
S118,S638,62.553688539045,S118-S638
S127,S638,64.872266006826,S127-S638
S224,S638,60.5656188407265,S224-S638
S264,S638,63.4674678906756,S264-S638
S286,S638,64.7388501678582,S286-S638
S342,S638,62.1406707135111,S342-S638
S517,S638,64.0109441420501,S517-S638
SID532802,S643,62.1086888310538,SID532802-S643
S127,S643,58.4959296076493,S127-S643
S137,S643,64.6007629110374,S137-S643
S224,S643,61.7245500329302,S224-S643
S227,S643,62.6037603732677,S227-S643
S264,S643,63.4107145909058,S264-S643
S342,S643,63.143934301013,S342-S643
S517,S643,62.2305218905816,S517-S643
S53,S643,64.9035354027699,S53-S643
S60,S643,63.2051010232058,S60-S643
S617,S643,60.6639340705648,S617-S643
SID31219,S77,63.714351783014,SID31219-S77
SID530055,S77,64.200538773288,SID530055-S77
SID532779,S77,59.5751335378245,SID532779-S77
S118,S77,63.4611237705239,S118-S77
S127,S77,56.0978421175923,S127-S77
S187,S77,61.2512698408198,S187-S77
S194,S77,57.5018760241932,S194-S77
S224,S77,64.9071165337797,S224-S77
S264,S77,60.9204018971401,S264-S77
S297,S77,64.3282696137671,S297-S77
S436,S77,64.3700680162817,S436-S77
S470,S77,64.609438386352,S470-S77
S60,S77,61.7264781924927,S60-S77
S617,S77,64.4317432212137,S617-S77
S628,S77,63.9990798062446,S628-S77
S127,S88,61.1513762084879,S127-S88
S137,S88,61.6073162605488,S137-S88
S193,S88,63.7630511919751,S193-S88
S227,S88,62.6411740983975,S227-S88
S643,S88,63.7173098984909,S643-S88
SID532779,profiled_ERR011267,64.5608785915046,SID532779-profiled_ERR011267
SID530055,profiled_ERR011265,62.2313344742834,SID530055-profiled_ERR011265
SID532779,profiled_ERR011265,60.5651920209572,SID532779-profiled_ERR011265
SID532802,profiled_ERR011265,62.576593781763,SID532802-profiled_ERR011265
S118,profiled_ERR011265,60.4428891971317,S118-profiled_ERR011265
S121,profiled_ERR011265,58.2220942778713,S121-profiled_ERR011265
S127,profiled_ERR011265,58.1438577828241,S127-profiled_ERR011265
S193,profiled_ERR011265,63.5366462844392,S193-profiled_ERR011265
S194,profiled_ERR011265,61.9749849554932,S194-profiled_ERR011265
S227,profiled_ERR011265,61.9383490484931,S227-profiled_ERR011265
S264,profiled_ERR011265,61.4686578661471,S264-profiled_ERR011265
S458,profiled_ERR011265,62.6637827079942,S458-profiled_ERR011265
S470,profiled_ERR011265,64.2703591113179,S470-profiled_ERR011265
S517,profiled_ERR011265,63.7393735790216,S517-profiled_ERR011265
S53,profiled_ERR011265,60.942667651462,S53-profiled_ERR011265
S552,profiled_ERR011265,63.1388686029071,S552-profiled_ERR011265
S584,profiled_ERR011265,64.1206014818353,S584-profiled_ERR011265
S598,profiled_ERR011265,61.6617499781183,S598-profiled_ERR011265
S60,profiled_ERR011265,58.6744795823662,S60-profiled_ERR011265
S617,profiled_ERR011265,64.7130145225639,S617-profiled_ERR011265
S628,profiled_ERR011265,63.9557033601546,S628-profiled_ERR011265
SID530055,profiled_ERR011263,63.0393342794943,SID530055-profiled_ERR011263
SID532779,profiled_ERR011263,59.8133537669213,SID532779-profiled_ERR011263
SID532802,profiled_ERR011263,63.4052641219725,SID532802-profiled_ERR011263
S118,profiled_ERR011263,57.8705131031652,S118-profiled_ERR011263
S121,profiled_ERR011263,64.8556653250412,S121-profiled_ERR011263
S127,profiled_ERR011263,55.8944138137053,S127-profiled_ERR011263
S137,profiled_ERR011263,60.6566307209095,S137-profiled_ERR011263
S194,profiled_ERR011263,61.9645536009207,S194-profiled_ERR011263
S224,profiled_ERR011263,63.0742977750334,S224-profiled_ERR011263
S227,profiled_ERR011263,63.0710894646769,S227-profiled_ERR011263
S264,profiled_ERR011263,64.9408338467387,S264-profiled_ERR011263
S342,profiled_ERR011263,63.7061840450396,S342-profiled_ERR011263
S436,profiled_ERR011263,63.6633757324751,S436-profiled_ERR011263
S446,profiled_ERR011263,64.3092056273849,S446-profiled_ERR011263
S462,profiled_ERR011263,63.1713884392215,S462-profiled_ERR011263
S470,profiled_ERR011263,62.8185224804063,S470-profiled_ERR011263
S479,profiled_ERR011263,64.1740997506009,S479-profiled_ERR011263
S485,profiled_ERR011263,64.5472415305339,S485-profiled_ERR011263
S517,profiled_ERR011263,64.281998728436,S517-profiled_ERR011263
S53,profiled_ERR011263,63.8590391815137,S53-profiled_ERR011263
S584,profiled_ERR011263,62.9933438420101,S584-profiled_ERR011263
S598,profiled_ERR011263,63.6933657410506,S598-profiled_ERR011263
S60,profiled_ERR011263,59.1133519172479,S60-profiled_ERR011263
S617,profiled_ERR011263,55.6669144214839,S617-profiled_ERR011263
S77,profiled_ERR011263,63.9465091572035,S77-profiled_ERR011263
profiled_ERR011265,profiled_ERR011263,58.1365809084745,profiled_ERR011265-profiled_ERR011263
SID31219,profiled_ERR011261,62.6908552223691,SID31219-profiled_ERR011261
SID532779,profiled_ERR011261,60.2799015865588,SID532779-profiled_ERR011261
SID532802,profiled_ERR011261,61.1513890729208,SID532802-profiled_ERR011261
S118,profiled_ERR011261,59.9231853915644,S118-profiled_ERR011261
S121,profiled_ERR011261,62.6676446810872,S121-profiled_ERR011261
S126,profiled_ERR011261,63.438645871497,S126-profiled_ERR011261
S127,profiled_ERR011261,59.1402430375067,S127-profiled_ERR011261
S137,profiled_ERR011261,60.7575116420266,S137-profiled_ERR011261
S194,profiled_ERR011261,62.5771074683634,S194-profiled_ERR011261
S227,profiled_ERR011261,64.9881516838829,S227-profiled_ERR011261
S264,profiled_ERR011261,59.9887558304818,S264-profiled_ERR011261
S286,profiled_ERR011261,62.2610291102691,S286-profiled_ERR011261
S297,profiled_ERR011261,60.7980921576624,S297-profiled_ERR011261
S342,profiled_ERR011261,63.9632068101225,S342-profiled_ERR011261
S436,profiled_ERR011261,58.2243454141687,S436-profiled_ERR011261
S470,profiled_ERR011261,63.2697718698219,S470-profiled_ERR011261
S517,profiled_ERR011261,63.8253844791323,S517-profiled_ERR011261
S53,profiled_ERR011261,62.6331157275617,S53-profiled_ERR011261
S598,profiled_ERR011261,60.1717451868224,S598-profiled_ERR011261
S60,profiled_ERR011261,63.4140819065133,S60-profiled_ERR011261
S617,profiled_ERR011261,62.4360110045226,S617-profiled_ERR011261
S628,profiled_ERR011261,57.4315088451763,S628-profiled_ERR011261
S77,profiled_ERR011261,63.2114312387129,S77-profiled_ERR011261
profiled_ERR011265,profiled_ERR011261,60.667949736323,profiled_ERR011265-profiled_ERR011261
profiled_ERR011263,profiled_ERR011261,61.9896320914008,profiled_ERR011263-profiled_ERR011261
SID532779,profiled_ERR011259,62.5647978051496,SID532779-profiled_ERR011259
profiled_ERR011267,profiled_ERR011259,61.8381071115791,profiled_ERR011267-profiled_ERR011259
profiled_ERR011263,profiled_ERR011257,64.9971804492499,profiled_ERR011263-profiled_ERR011257
SID532802,profiled_ERR011255,61.9949208893762,SID532802-profiled_ERR011255
S127,profiled_ERR011255,59.3303171566352,S127-profiled_ERR011255
S227,profiled_ERR011255,64.3272595476314,S227-profiled_ERR011255
S378,profiled_ERR011255,64.5512127544963,S378-profiled_ERR011255
S479,profiled_ERR011255,64.7504851368651,S479-profiled_ERR011255
S517,profiled_ERR011255,58.9683509291816,S517-profiled_ERR011255
S587,profiled_ERR011255,64.7388393191953,S587-profiled_ERR011255
S628,profiled_ERR011255,64.3678331825829,S628-profiled_ERR011255
profiled_ERR011267,profiled_ERR011255,64.3747144378494,profiled_ERR011267-profiled_ERR011255
profiled_ERR011263,profiled_ERR011255,61.3697417584733,profiled_ERR011263-profiled_ERR011255
profiled_ERR011261,profiled_ERR011255,58.7097919858448,profiled_ERR011261-profiled_ERR011255
SID532779,profiled_ERR011253,63.033825254741,SID532779-profiled_ERR011253
S118,profiled_ERR011253,62.3277594306006,S118-profiled_ERR011253
S127,profiled_ERR011253,56.0693940484331,S127-profiled_ERR011253
S194,profiled_ERR011253,63.1853748943713,S194-profiled_ERR011253
S224,profiled_ERR011253,64.2741904416259,S224-profiled_ERR011253
S517,profiled_ERR011253,57.8856558226997,S517-profiled_ERR011253
profiled_ERR011265,profiled_ERR011253,61.3580179925461,profiled_ERR011265-profiled_ERR011253
profiled_ERR011263,profiled_ERR011253,61.2405792732995,profiled_ERR011263-profiled_ERR011253
profiled_ERR011261,profiled_ERR011253,57.9381372601499,profiled_ERR011261-profiled_ERR011253
profiled_ERR011255,profiled_ERR011253,58.9859962726885,profiled_ERR011255-profiled_ERR011253
SID530055,profiled_ERR011251,62.6790411442327,SID530055-profiled_ERR011251
SID532779,profiled_ERR011251,63.9479545785491,SID532779-profiled_ERR011251
SID532802,profiled_ERR011251,63.0065425993641,SID532802-profiled_ERR011251
S118,profiled_ERR011251,53.2738225109651,S118-profiled_ERR011251
S121,profiled_ERR011251,62.7732013270146,S121-profiled_ERR011251
S127,profiled_ERR011251,59.1546709782976,S127-profiled_ERR011251
S187,profiled_ERR011251,64.1237146350586,S187-profiled_ERR011251
S194,profiled_ERR011251,63.0723730370354,S194-profiled_ERR011251
S53,profiled_ERR011251,61.6761111235008,S53-profiled_ERR011251
S60,profiled_ERR011251,63.3353523590247,S60-profiled_ERR011251
S628,profiled_ERR011251,63.1524803296842,S628-profiled_ERR011251
profiled_ERR011265,profiled_ERR011251,59.0115855518159,profiled_ERR011265-profiled_ERR011251
profiled_ERR011263,profiled_ERR011251,60.1879083385933,profiled_ERR011263-profiled_ERR011251
profiled_ERR011261,profiled_ERR011251,62.2441844024329,profiled_ERR011261-profiled_ERR011251
profiled_ERR011253,profiled_ERR011251,64.1087054041934,profiled_ERR011253-profiled_ERR011251
SID532779,profiled_ERR011249,61.2207316524663,SID532779-profiled_ERR011249
SID532802,profiled_ERR011249,63.8077270818091,SID532802-profiled_ERR011249
S127,profiled_ERR011249,63.8476813690227,S127-profiled_ERR011249
S194,profiled_ERR011249,63.6355529756486,S194-profiled_ERR011249
S227,profiled_ERR011249,64.920826217882,S227-profiled_ERR011249
S264,profiled_ERR011249,62.4377864361057,S264-profiled_ERR011249
S60,profiled_ERR011249,64.7284909121958,S60-profiled_ERR011249
S77,profiled_ERR011249,64.9838024072149,S77-profiled_ERR011249
profiled_ERR011263,profiled_ERR011249,63.0943493224236,profiled_ERR011263-profiled_ERR011249
profiled_ERR011261,profiled_ERR011249,59.375508913589,profiled_ERR011261-profiled_ERR011249
profiled_ERR011253,profiled_ERR011249,64.9561447505316,profiled_ERR011253-profiled_ERR011249
S118,profiled_ERR011245,64.9102805505708,S118-profiled_ERR011245
S517,profiled_ERR011245,63.3161811425459,S517-profiled_ERR011245
profiled_ERR011263,profiled_ERR011245,63.4979589914188,profiled_ERR011263-profiled_ERR011245
profiled_ERR011255,profiled_ERR011245,62.2733213918785,profiled_ERR011255-profiled_ERR011245
SID532779,profiled_ERR011239,64.4571573585253,SID532779-profiled_ERR011239
S118,profiled_ERR011239,63.9913478288587,S118-profiled_ERR011239
S127,profiled_ERR011239,58.9983264410312,S127-profiled_ERR011239
S224,profiled_ERR011239,59.5847682128369,S224-profiled_ERR011239
S227,profiled_ERR011239,63.0305827652874,S227-profiled_ERR011239
S60,profiled_ERR011239,63.8617625901704,S60-profiled_ERR011239
profiled_ERR011263,profiled_ERR011239,60.9332888814205,profiled_ERR011263-profiled_ERR011239
profiled_ERR011261,profiled_ERR011239,60.6002704866091,profiled_ERR011261-profiled_ERR011239
profiled_ERR011255,profiled_ERR011239,63.840341888159,profiled_ERR011255-profiled_ERR011239
profiled_ERR011253,profiled_ERR011239,62.0209200097662,profiled_ERR011253-profiled_ERR011239
profiled_ERR011251,profiled_ERR011239,63.0929574418601,profiled_ERR011251-profiled_ERR011239
profiled_ERR011249,profiled_ERR011239,62.8115036864509,profiled_ERR011249-profiled_ERR011239
profiled_ERR011245,profiled_ERR011239,60.5257064006986,profiled_ERR011245-profiled_ERR011239
SID530055,profiled_ERR011236,63.728102163739,SID530055-profiled_ERR011236
SID532779,profiled_ERR011236,60.4233994792691,SID532779-profiled_ERR011236
S118,profiled_ERR011236,60.2903717526653,S118-profiled_ERR011236
S121,profiled_ERR011236,63.2572929398433,S121-profiled_ERR011236
S127,profiled_ERR011236,59.1036865698597,S127-profiled_ERR011236
S187,profiled_ERR011236,62.0596003505083,S187-profiled_ERR011236
S193,profiled_ERR011236,63.397141796168,S193-profiled_ERR011236
S194,profiled_ERR011236,60.8615819275634,S194-profiled_ERR011236
S224,profiled_ERR011236,64.2078560934947,S224-profiled_ERR011236
S264,profiled_ERR011236,62.2717922369922,S264-profiled_ERR011236
S436,profiled_ERR011236,64.157976612329,S436-profiled_ERR011236
S470,profiled_ERR011236,64.8152940018925,S470-profiled_ERR011236
S53,profiled_ERR011236,61.4293050940629,S53-profiled_ERR011236
S584,profiled_ERR011236,60.995445006915,S584-profiled_ERR011236
S598,profiled_ERR011236,63.1203252032708,S598-profiled_ERR011236
S60,profiled_ERR011236,58.2062510515872,S60-profiled_ERR011236
S617,profiled_ERR011236,61.233127947804,S617-profiled_ERR011236
profiled_ERR011265,profiled_ERR011236,58.497818292229,profiled_ERR011265-profiled_ERR011236
profiled_ERR011263,profiled_ERR011236,58.872393737824,profiled_ERR011263-profiled_ERR011236
profiled_ERR011261,profiled_ERR011236,58.964389211458,profiled_ERR011261-profiled_ERR011236
profiled_ERR011255,profiled_ERR011236,64.7536667246027,profiled_ERR011255-profiled_ERR011236
profiled_ERR011253,profiled_ERR011236,58.2738316416383,profiled_ERR011253-profiled_ERR011236
profiled_ERR011251,profiled_ERR011236,58.7580832893938,profiled_ERR011251-profiled_ERR011236
profiled_ERR011249,profiled_ERR011236,61.7969928714826,profiled_ERR011249-profiled_ERR011236
profiled_ERR011239,profiled_ERR011236,62.765434645694,profiled_ERR011239-profiled_ERR011236
SID530055,profiled_ERR011230,62.1210722841261,SID530055-profiled_ERR011230
S118,profiled_ERR011230,57.3779467393783,S118-profiled_ERR011230
S121,profiled_ERR011230,63.9223541429211,S121-profiled_ERR011230
S127,profiled_ERR011230,62.4781108614621,S127-profiled_ERR011230
S193,profiled_ERR011230,64.4876482155245,S193-profiled_ERR011230
S264,profiled_ERR011230,64.8059854236573,S264-profiled_ERR011230
S53,profiled_ERR011230,58.6751230255295,S53-profiled_ERR011230
S552,profiled_ERR011230,64.7767693317066,S552-profiled_ERR011230
S598,profiled_ERR011230,60.4627679783292,S598-profiled_ERR011230
S60,profiled_ERR011230,62.5483293511534,S60-profiled_ERR011230
S628,profiled_ERR011230,64.8180959037653,S628-profiled_ERR011230
profiled_ERR011265,profiled_ERR011230,59.348831582044,profiled_ERR011265-profiled_ERR011230
profiled_ERR011263,profiled_ERR011230,63.1680761065435,profiled_ERR011263-profiled_ERR011230
profiled_ERR011261,profiled_ERR011230,58.5274059268831,profiled_ERR011261-profiled_ERR011230
profiled_ERR011251,profiled_ERR011230,57.0457562840397,profiled_ERR011251-profiled_ERR011230
profiled_ERR011249,profiled_ERR011230,62.7544740091943,profiled_ERR011249-profiled_ERR011230
profiled_ERR011236,profiled_ERR011230,63.2690620100377,profiled_ERR011236-profiled_ERR011230
S127,profiled_ERR011228,63.1703530643052,S127-profiled_ERR011228
SID532802,profiled_ERR011226,64.9506323526215,SID532802-profiled_ERR011226
S118,profiled_ERR011226,58.1637595953908,S118-profiled_ERR011226
S121,profiled_ERR011226,63.6507163680122,S121-profiled_ERR011226
S127,profiled_ERR011226,56.4552789206149,S127-profiled_ERR011226
S227,profiled_ERR011226,59.9176473924553,S227-profiled_ERR011226
S264,profiled_ERR011226,63.2903468677621,S264-profiled_ERR011226
S286,profiled_ERR011226,61.0235040157553,S286-profiled_ERR011226
S297,profiled_ERR011226,62.8945557415247,S297-profiled_ERR011226
S342,profiled_ERR011226,57.918481488091,S342-profiled_ERR011226
